FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100218;0800;;0;;
100218;0900;;0;;
100218;1000;;0;;
100218;1100;;0;;
100218;1200;;0;;
100218;1300;;0;;
100218;1400;;0;;
100218;1500;;0;;
100218;1600;;0;;
100218;1700;;0;;
100218;1800;;0;;
100218;1900;;0;;
100218;2000;;0;;
100218;2100;;0;;
100218;2200;;0;;
100218;2300;;0;;
100219;0000;;0;;
100219;0100;;0;;
100219;0200;;0;;
100219;0300;;0;;
100219;0400;;0;;
100219;0500;;0;;
100219;0600;;0;;
100219;0700;;0;;
100219;0800;;0;;
100219;0900;;0;;
100219;1000;;0;;
100219;1100;;0;;
100219;1200;;0;;
100219;1300;;0;;
100219;1400;;0;;
100219;1500;;0;;
100219;1600;;0;;
100219;1700;;0;;
100219;1800;;0;;
100219;1900;;0;;
100219;2000;;0;;
100219;2100;;0;;
100219;2200;;0;;
100219;2300;;0;;
100220;0000;;0;;
100220;0100;;0;;
100220;0200;;0;;
100220;0300;;0;;
100220;0400;;0;;
100220;0500;;0;;
100220;0600;;0;;
100220;0700;;0;;
100220;0800;;0;;
100220;0900;;0;;
100220;1000;;0;;
100220;1100;;0;;
100220;1200;;0;;
100220;1300;;0;;
100220;1400;;0;;
100220;1500;;0;;
100220;1600;;0;;
100220;1700;;0;;
100220;1800;;0;;
100220;1900;;0;;
100220;2000;;0;;
100220;2100;;0;;
100220;2200;;0;;
100220;2300;;0;;
100221;0000;;0;;
100221;0100;;0;;
100221;0200;;0;;
100221;0300;;0;;
100221;0400;;0;;
100221;0500;;0;;
100221;0600;;0;;
100221;0700;;0;;
100221;0800;;0;;
100221;0900;;0;;
100221;1000;;0;;
100221;1100;;0;;
100221;1200;;0;;
100221;1300;;0;;
100221;1400;;0;;
100221;1500;;0;;
100221;1600;;0;;
100221;1700;;0;;
100221;1800;;0;;
100221;1900;;0;;
100221;2000;;0;;
100221;2100;;0;;
100221;2200;;0;;
