,date,SO2,NO2,NO,NOX,O3,CO,MP10,MP25
6587,2018-06-08 05:00:00,25.07,19.42,24.3918,43.8107,3.0,0.58,66.0,25.0
6588,2018-06-08 06:00:00,29.02,20.2,29.465,49.66,3.0,0.57,59.0,33.0
6589,2018-06-08 07:00:00,23.2,20.0,26.3905,46.3883,3.0,0.53,49.0,37.0
6590,2018-06-08 08:00:00,12.3,13.78,30.812,44.5878,3.0,0.54,46.0,36.0
6591,2018-06-08 09:00:00,10.99,12.79,26.9177,39.7088,4.0,0.55,36.0,30.0
6592,2018-06-08 10:00:00,26.31,14.52,22.3282,36.8485,5.0,0.57,34.0,18.0
6593,2018-06-08 11:00:00,118.55,23.8,61.2732,85.0712,5.0,0.69,66.0,22.0
6594,2018-06-08 12:00:00,105.07,24.93,64.8973,89.8235,5.0,0.73,121.0,36.0
6595,2018-06-08 13:00:00,156.43,24.64,41.3137,65.9513,7.0,0.76,110.0,46.0
6596,2018-06-08 14:00:00,32.38,11.8,7.23105,19.035,19.0,0.57,69.0,51.0
6597,2018-06-08 15:00:00,5.8,6.67,2.65585,9.32935,27.0,,31.0,40.0
6598,2018-06-08 16:00:00,21.86,15.16,5.95202,21.11,16.0,,45.0,32.0
6599,2018-06-08 17:00:00,8.18,12.21,2.95503,15.1603,15.0,0.33,67.0,29.0
6600,2018-06-08 18:00:00,6.22,9.27,1.96433,11.2335,17.0,0.35,46.0,25.0
6601,2018-06-08 19:00:00,4.92,7.63,2.11498,9.74614,15.0,0.33,40.0,21.0
6602,2018-06-08 20:00:00,3.31,6.03,2.23538,8.26802,16.0,0.31,43.0,9.0
6603,2018-06-08 21:00:00,3.13,5.76,2.05255,7.81718,17.0,0.31,34.0,3.0
6604,2018-06-08 22:00:00,3.02,3.9,1.89028,5.7935,21.0,0.32,21.0,3.0
6605,2018-06-08 23:00:00,2.9,3.78,1.81655,5.59248,21.0,0.32,14.0,4.0
6726,2018-06-14 00:00:00,6.36,13.54,3.13842,16.6813,3.0,0.16,25.0,20.0
6727,2018-06-14 01:00:00,7.23,15.37,3.78395,19.1548,3.0,0.14,28.0,18.0
6728,2018-06-14 02:00:00,5.3,11.85,4.55133,16.4,2.0,0.09,23.0,17.0
6729,2018-06-14 03:00:00,4.85,11.83,3.67745,15.508,3.0,0.06,23.0,14.0
6730,2018-06-14 04:00:00,5.19,11.72,2.93478,14.651,3.0,0.04,17.0,13.0
6731,2018-06-14 05:00:00,4.66,11.26,3.28857,14.5503,3.0,0.04,18.0,13.0
6732,2018-06-14 06:00:00,3.63,8.99,4.14972,13.1348,2.0,0.05,18.0,13.0
6733,2018-06-14 07:00:00,4.44,10.22,2.87863,13.0968,3.0,0.04,16.0,14.0
6734,2018-06-14 08:00:00,3.43,6.52,7.15122,13.6667,3.0,0.11,15.0,14.0
6735,2018-06-14 09:00:00,4.34,5.33,7.9168,13.247,5.0,0.15,14.0,11.0
6736,2018-06-14 10:00:00,14.13,9.63,11.184,20.815,7.0,0.21,20.0,6.0
6737,2018-06-14 11:00:00,101.88,16.45,45.174,61.6228,7.0,0.32,36.0,10.0
6738,2018-06-14 12:00:00,175.99,21.49,68.8925,90.3778,6.0,0.51,99.0,24.0
6739,2018-06-14 13:00:00,24.87,12.64,14.4245,27.0662,12.0,0.37,74.0,37.0
6740,2018-06-14 14:00:00,5.18,7.32,4.86037,12.1813,18.0,0.28,30.0,34.0
6741,2018-06-14 15:00:00,3.94,7.87,3.93518,11.8093,19.0,0.29,32.0,26.0
6742,2018-06-14 16:00:00,3.34,6.99,2.81087,9.80032,20.0,0.3,31.0,24.0
6743,2018-06-14 17:00:00,5.55,15.96,5.95942,21.922,8.0,0.32,40.0,22.0
6744,2018-06-14 18:00:00,6.11,21.73,7.44593,29.1778,3.0,0.35,57.0,20.0
6745,2018-06-14 19:00:00,8.31,23.87,6.39829,30.2648,4.0,0.35,43.0,16.0
6746,2018-06-14 20:00:00,7.18,19.55,3.08603,22.6362,5.0,0.32,39.0,18.0
6747,2018-06-14 21:00:00,5.29,16.26,3.41688,19.6738,4.0,0.32,41.0,26.0
6748,2018-06-14 22:00:00,5.84,15.6,3.87383,19.4695,4.0,0.32,31.0,34.0
6749,2018-06-14 23:00:00,4.65,12.8,3.41323,16.211,4.0,0.32,40.0,32.0
6774,2018-06-16 00:00:00,5.11,14.44,12.2595,26.698,2.0,0.39,35.0,30.0
6775,2018-06-16 01:00:00,5.01,14.7,8.498,23.1987,2.0,0.33,31.0,26.0
6776,2018-06-16 02:00:00,7.91,13.13,12.9272,26.0595,2.0,0.32,33.0,26.0
6777,2018-06-16 03:00:00,7.08,12.9,12.7153,25.6163,2.0,0.3,34.0,27.0
6778,2018-06-16 04:00:00,6.98,13.83,13.676,27.5052,2.0,0.3,30.0,27.0
6779,2018-06-16 05:00:00,6.1,12.3,14.5283,26.8313,2.0,0.28,29.0,25.0
6780,2018-06-16 06:00:00,8.0,16.68,14.2488,30.9282,2.0,0.29,27.0,24.0
6781,2018-06-16 07:00:00,5.21,13.12,12.7533,25.875,2.0,0.27,29.0,24.0
6782,2018-06-16 08:00:00,5.36,12.23,12.256,24.4882,3.0,0.33,30.0,23.0
6783,2018-06-16 09:00:00,6.57,9.92,18.9167,28.8345,3.0,0.35,25.0,18.0
6784,2018-06-16 10:00:00,33.96,12.6,30.2855,42.883,5.0,0.41,21.0,3.0
6785,2018-06-16 11:00:00,154.11,22.87,80.2982,103.168,6.0,0.51,64.0,9.0
6786,2018-06-16 12:00:00,155.4,23.07,85.6643,108.735,5.0,0.51,75.0,26.0
6787,2018-06-16 13:00:00,170.51,25.93,73.0312,98.9594,6.0,0.51,88.0,38.0
6788,2018-06-16 14:00:00,66.51,27.41,59.1452,86.5533,6.0,0.52,96.0,50.0
6789,2018-06-16 15:00:00,21.21,21.75,23.0571,44.8118,13.0,0.49,75.0,51.0
6790,2018-06-16 16:00:00,12.56,16.31,5.9773,22.2902,18.0,0.45,56.0,39.0
6791,2018-06-16 17:00:00,4.44,7.49,2.08867,9.57439,24.0,0.42,47.0,34.0
6792,2018-06-16 18:00:00,3.51,6.61,1.4608,8.06914,24.0,0.37,41.0,28.0
6793,2018-06-16 19:00:00,3.06,5.0,1.77093,6.76633,25.0,0.34,39.0,21.0
6794,2018-06-16 20:00:00,3.14,5.99,1.8007,7.78713,19.0,0.37,30.0,19.0
6795,2018-06-16 21:00:00,3.19,6.78,2.4492,9.23238,10.0,0.38,32.0,23.0
6796,2018-06-16 22:00:00,3.71,8.4,2.07282,10.4692,16.0,0.36,37.0,28.0
6797,2018-06-16 23:00:00,3.12,7.9,3.3477,11.248,8.0,0.46,29.0,24.0
6822,2018-06-18 00:00:00,75.39,20.29,112.172,132.461,3.0,0.49,33.0,30.0
6823,2018-06-18 01:00:00,63.95,22.05,129.059,151.11,3.0,0.52,34.0,31.0
6824,2018-06-18 02:00:00,26.71,20.25,42.414,62.6637,3.0,0.45,23.0,28.0
6825,2018-06-18 03:00:00,19.17,17.9,22.6328,40.5335,2.0,0.44,22.0,24.0
6826,2018-06-18 04:00:00,13.05,14.31,17.4963,31.8013,2.0,0.41,17.0,22.0
6827,2018-06-18 05:00:00,15.73,13.35,24.158,37.5057,3.0,0.39,13.0,19.0
6828,2018-06-18 06:00:00,16.6,14.44,24.0755,38.5168,3.0,0.39,14.0,19.0
6829,2018-06-18 07:00:00,37.72,14.18,44.7008,58.876,3.0,0.39,13.0,19.0
6830,2018-06-18 08:00:00,71.11,14.54,71.0508,85.5876,3.0,0.4,15.0,18.0
6831,2018-06-18 09:00:00,59.67,13.87,64.5758,78.4447,3.0,0.4,15.0,18.0
6832,2018-06-18 10:00:00,154.37,16.88,147.817,164.693,4.0,0.48,25.0,16.0
6833,2018-06-18 11:00:00,,17.3,120.83,138.128,4.0,0.56,31.0,15.0
6834,2018-06-18 12:00:00,182.21,23.49,243.155,266.65,4.0,0.67,30.0,15.0
6835,2018-06-18 13:00:00,53.33,19.52,97.4617,116.981,4.0,0.62,33.0,16.0
6836,2018-06-18 14:00:00,10.19,18.99,13.7533,32.743,6.0,0.66,38.0,22.0
6837,2018-06-18 15:00:00,8.66,17.98,7.93387,25.9097,7.0,0.6,36.0,29.0
6838,2018-06-18 16:00:00,5.15,8.81,3.1362,11.9482,14.0,0.55,32.0,28.0
6839,2018-06-18 17:00:00,4.12,5.57,2.68248,8.24811,16.0,0.55,25.0,23.0
6840,2018-06-18 18:00:00,4.59,9.19,2.80223,11.9907,8.0,0.53,24.0,21.0
6841,2018-06-18 19:00:00,4.96,13.52,2.99765,16.5133,6.0,0.55,28.0,23.0
6842,2018-06-18 20:00:00,4.56,11.63,3.0002,14.6317,7.0,0.55,28.0,26.0
6843,2018-06-18 21:00:00,4.1,10.98,2.82708,13.8068,6.0,0.52,29.0,27.0
6844,2018-06-18 22:00:00,3.46,8.7,2.24372,10.9417,8.0,0.52,23.0,25.0
6845,2018-06-18 23:00:00,3.28,7.22,2.03287,9.25037,9.0,0.49,23.0,22.0
7038,2018-06-27 00:00:00,3.34,11.69,4.43687,16.1288,3.0,0.34,28.0,29.0
7039,2018-06-27 01:00:00,2.95,12.67,5.69183,18.3625,2.0,0.33,37.0,33.0
7040,2018-06-27 02:00:00,2.84,10.87,5.43564,16.3088,2.0,0.32,27.0,32.0
7041,2018-06-27 03:00:00,2.83,10.73,4.62818,15.3617,2.0,0.3,24.0,30.0
7042,2018-06-27 04:00:00,2.56,10.19,5.13253,15.3263,2.0,0.29,27.0,28.0
7043,2018-06-27 05:00:00,2.54,9.76,6.11288,15.8732,2.0,0.29,25.0,27.0
7044,2018-06-27 06:00:00,2.51,8.13,6.7257,14.8517,2.0,0.27,24.0,27.0
7045,2018-06-27 07:00:00,2.8,11.35,5.16372,16.5123,2.0,0.28,24.0,25.0
7046,2018-06-27 08:00:00,2.72,8.61,7.72883,16.334,3.0,0.29,21.0,21.0
7047,2018-06-27 09:00:00,8.68,9.87,11.0996,20.9702,4.0,0.34,18.0,9.0
7048,2018-06-27 10:00:00,27.49,13.06,19.4133,32.4712,6.0,0.35,39.0,0.0
7049,2018-06-27 11:00:00,40.03,16.43,34.5005,50.9258,5.0,0.33,54.0,4.0
7050,2018-06-27 12:00:00,160.0,22.23,53.5707,75.7963,6.0,0.38,128.0,20.0
7051,2018-06-27 13:00:00,23.11,17.58,17.6741,35.2567,12.0,0.37,96.0,41.0
7052,2018-06-27 14:00:00,3.68,7.31,4.50353,11.8133,18.0,0.34,42.0,41.0
7053,2018-06-27 15:00:00,2.81,4.9,3.33748,8.23878,19.0,0.28,38.0,28.0
7054,2018-06-27 16:00:00,2.54,4.92,2.68105,7.59797,21.0,0.24,36.0,18.0
7055,2018-06-27 17:00:00,2.65,5.11,2.6295,7.7349,17.0,0.21,33.0,12.0
7056,2018-06-27 18:00:00,3.19,5.43,2.35658,7.78858,12.0,0.21,33.0,13.0
7057,2018-06-27 19:00:00,10.13,15.54,4.52648,20.0615,4.0,0.26,37.0,12.0
7058,2018-06-27 20:00:00,7.48,16.68,4.57355,21.2577,5.0,0.31,53.0,15.0
7059,2018-06-27 21:00:00,7.84,14.23,2.99155,17.2225,5.0,0.28,53.0,19.0
7060,2018-06-27 22:00:00,6.56,13.32,3.651,16.9738,5.0,0.3,41.0,20.0
7061,2018-06-27 23:00:00,3.92,8.37,2.38183,10.7528,9.0,0.27,43.0,20.0
8166,2018-08-13 00:00:00,4.91,3.39,1.10513,4.49113,19.0,0.27,10.0,10.0
8167,2018-08-13 01:00:00,10.67,11.63,1.50557,13.136,11.0,0.28,16.0,15.0
8168,2018-08-13 02:00:00,13.64,15.97,2.49212,18.4582,7.0,0.28,17.0,15.0
8169,2018-08-13 03:00:00,8.4,7.06,1.31817,8.38289,16.0,0.27,17.0,14.0
8170,2018-08-13 04:00:00,4.43,3.91,1.261,5.17196,17.0,0.27,18.0,19.0
8171,2018-08-13 05:00:00,9.49,6.19,1.58312,7.77161,12.0,0.27,17.0,23.0
8172,2018-08-13 06:00:00,3.22,3.2,1.40247,4.60528,15.0,0.27,16.0,25.0
8173,2018-08-13 07:00:00,2.77,3.53,1.69038,5.21646,10.0,0.26,15.0,25.0
8174,2018-08-13 08:00:00,2.73,2.78,2.1835,4.96809,9.0,0.26,13.0,25.0
8175,2018-08-13 09:00:00,5.42,3.36,2.50113,5.85831,11.0,0.27,9.0,10.0
8176,2018-08-13 10:00:00,133.74,11.49,16.3901,27.881,10.0,0.3,37.0,1.0
8177,2018-08-13 11:00:00,50.83,10.28,15.4922,25.7771,12.0,0.33,85.0,11.0
8178,2018-08-13 12:00:00,3.06,4.15,2.2196,6.36541,22.0,0.28,25.0,17.0
8179,2018-08-13 13:00:00,2.92,2.73,1.21382,3.94312,26.0,0.27,19.0,18.0
8180,2018-08-13 14:00:00,2.4,2.16,1.2802,3.4361,27.0,0.27,19.0,12.0
8181,2018-08-13 15:00:00,2.53,2.59,1.3317,3.91908,27.0,0.27,27.0,5.0
8182,2018-08-13 16:00:00,2.54,2.81,1.06522,3.87122,27.0,0.27,34.0,2.0
8183,2018-08-13 17:00:00,2.53,4.16,1.23763,5.39864,25.0,0.27,29.0,2.0
8184,2018-08-13 18:00:00,2.8,4.59,1.08888,5.67784,23.0,0.27,30.0,7.0
8185,2018-08-13 19:00:00,2.56,3.35,1.1461,4.49563,25.0,0.26,16.0,13.0
8186,2018-08-13 20:00:00,2.44,3.76,0.991118,4.75304,25.0,0.26,9.0,16.0
8187,2018-08-13 21:00:00,2.27,5.34,1.04078,6.37753,22.0,0.27,10.0,16.0
8188,2018-08-13 22:00:00,2.53,6.02,1.15548,7.17583,18.0,0.3,15.0,14.0
8189,2018-08-13 23:00:00,2.82,5.7,1.25717,6.96216,17.0,0.28,15.0,11.0
8214,2018-08-15 00:00:00,2.57,6.78,1.84018,8.62344,9.0,0.15,36.0,20.0
8215,2018-08-15 01:00:00,2.62,6.12,1.64705,7.76393,11.0,0.14,29.0,20.0
8216,2018-08-15 02:00:00,3.16,8.16,1.77025,9.93504,8.0,0.14,24.0,18.0
8217,2018-08-15 03:00:00,2.92,7.11,2.1195,9.22542,9.0,0.14,25.0,16.0
8218,2018-08-15 04:00:00,11.9,10.8,2.5527,13.3557,6.0,0.15,21.0,15.0
8219,2018-08-15 05:00:00,11.26,10.15,3.52187,13.6673,5.0,0.15,38.0,16.0
8220,2018-08-15 06:00:00,7.44,10.44,3.036,13.477,5.0,0.15,29.0,19.0
8221,2018-08-15 07:00:00,3.91,9.24,6.69131,15.9302,5.0,0.17,30.0,20.0
8222,2018-08-15 08:00:00,3.92,8.49,14.6323,23.1223,5.0,0.21,58.0,20.0
8223,2018-08-15 09:00:00,13.33,8.58,18.0593,26.6382,6.0,0.21,82.0,6.0
8224,2018-08-15 10:00:00,36.38,13.41,18.3467,31.7532,8.0,0.18,43.0,0.0
8225,2018-08-15 11:00:00,159.45,20.85,68.2427,89.095,7.0,0.22,97.0,5.0
8226,2018-08-15 12:00:00,222.86,20.69,54.6985,75.3906,9.0,0.23,112.0,26.0
8227,2018-08-15 13:00:00,25.29,13.67,11.2143,24.8885,16.0,0.23,92.0,43.0
8228,2018-08-15 14:00:00,102.61,23.89,73.886,97.7788,12.0,0.36,58.0,46.0
8229,2018-08-15 15:00:00,95.81,27.56,62.7831,90.3433,9.0,0.31,59.0,40.0
8230,2018-08-15 16:00:00,21.94,18.53,25.4132,43.9388,14.0,0.21,56.0,29.0
8231,2018-08-15 17:00:00,3.4,5.18,1.71795,6.89471,28.0,0.19,49.0,20.0
8232,2018-08-15 18:00:00,2.61,3.88,1.21275,5.08809,28.0,0.18,34.0,20.0
8233,2018-08-15 19:00:00,2.61,3.8,1.05852,4.85509,28.0,0.21,27.0,16.0
8234,2018-08-15 20:00:00,2.36,3.89,1.09572,4.98298,27.0,0.2,32.0,11.0
8235,2018-08-15 21:00:00,2.27,4.25,1.14838,5.40086,22.0,0.2,29.0,12.0
8236,2018-08-15 22:00:00,2.29,4.61,1.23233,5.84153,21.0,0.2,22.0,17.0
8237,2018-08-15 23:00:00,1.92,3.97,1.33737,5.31091,24.0,0.2,30.0,17.0
8646,2018-09-02 00:00:00,3.15,6.99,1.46077,8.45482,8.0,0.28,31.0,20.0
8647,2018-09-02 01:00:00,3.47,7.19,1.6652,8.85591,9.0,0.28,21.0,22.0
8648,2018-09-02 02:00:00,2.26,6.64,1.57715,8.21968,6.0,0.28,21.0,20.0
8649,2018-09-02 03:00:00,2.51,6.12,1.50225,7.6186,6.0,0.28,16.0,21.0
8650,2018-09-02 04:00:00,2.31,4.81,2.83457,7.64672,5.0,0.28,15.0,22.0
8651,2018-09-02 05:00:00,2.26,4.24,2.77593,7.01768,5.0,0.28,15.0,21.0
8652,2018-09-02 06:00:00,2.03,3.58,4.34722,7.92738,4.0,0.3,18.0,17.0
8653,2018-09-02 07:00:00,1.59,3.26,5.17112,8.43297,4.0,0.31,17.0,17.0
8654,2018-09-02 08:00:00,2.13,3.08,3.30665,6.38592,6.0,0.3,10.0,13.0
8655,2018-09-02 09:00:00,12.64,4.68,4.05458,8.73447,12.0,0.28,13.0,1.0
8656,2018-09-02 10:00:00,138.85,16.44,38.3585,54.8017,8.0,0.32,45.0,0.0
8657,2018-09-02 11:00:00,52.53,11.05,16.3069,27.3589,12.0,0.34,81.0,9.0
8658,2018-09-02 12:00:00,11.1,5.29,2.39993,7.68943,21.0,0.31,29.0,20.0
8659,2018-09-02 13:00:00,2.58,2.55,0.979767,3.52565,25.0,0.29,35.0,21.0
8660,2018-09-02 14:00:00,2.14,1.7,0.910083,2.60952,26.0,0.26,33.0,18.0
8661,2018-09-02 15:00:00,2.03,1.44,0.925267,2.36533,27.0,0.25,43.0,18.0
8662,2018-09-02 16:00:00,2.18,1.73,0.919267,2.61882,26.0,0.23,47.0,14.0
8663,2018-09-02 17:00:00,2.04,1.51,0.9026,2.41462,27.0,0.2,45.0,5.0
8664,2018-09-02 18:00:00,2.1,1.94,0.87555,2.8124,25.0,0.22,37.0,7.0
8665,2018-09-02 19:00:00,2.13,2.34,0.862683,3.20683,21.0,0.23,33.0,5.0
8666,2018-09-02 20:00:00,6.54,6.13,0.93575,7.06548,15.0,0.26,33.0,3.0
8667,2018-09-02 21:00:00,8.96,15.7,1.53722,17.2322,8.0,0.28,36.0,4.0
8668,2018-09-02 22:00:00,6.63,12.99,1.43815,14.4245,8.0,0.26,37.0,8.0
8669,2018-09-02 23:00:00,5.13,11.38,1.60685,12.9885,8.0,0.26,27.0,14.0
8862,2018-09-11 00:00:00,1.9,3.14,0.939117,4.07478,22.0,0.32,34.0,17.0
8863,2018-09-11 01:00:00,1.87,2.98,1.08323,4.06122,16.0,0.31,32.0,18.0
8864,2018-09-11 02:00:00,1.86,2.94,1.20783,4.14335,11.0,0.31,24.0,19.0
8865,2018-09-11 03:00:00,1.94,2.75,1.1299,3.88132,13.0,0.31,21.0,21.0
8866,2018-09-11 04:00:00,2.08,3.47,1.75473,5.22092,7.0,0.31,25.0,21.0
8867,2018-09-11 05:00:00,2.29,3.28,1.25603,4.53995,8.0,0.32,13.0,20.0
8868,2018-09-11 06:00:00,6.32,5.26,1.51423,6.77788,11.0,0.35,25.0,15.0
8869,2018-09-11 07:00:00,7.01,8.01,14.9641,22.9703,5.0,0.35,38.0,8.0
8870,2018-09-11 08:00:00,20.51,15.43,27.8974,43.3268,6.0,0.37,36.0,3.0
8871,2018-09-11 09:00:00,189.59,21.41,74.4253,95.84,7.0,0.45,40.0,3.0
8872,2018-09-11 10:00:00,63.56,19.8,36.4107,56.2062,9.0,0.39,58.0,7.0
8873,2018-09-11 11:00:00,14.08,6.37,2.6287,8.9975,19.0,0.34,53.0,14.0
8874,2018-09-11 12:00:00,26.55,15.31,25.5948,40.9063,12.0,0.36,56.0,20.0
8875,2018-09-11 13:00:00,20.22,10.43,25.8097,36.2395,18.0,0.37,65.0,27.0
8876,2018-09-11 14:00:00,16.25,,,,24.0,0.34,55.0,28.0
8877,2018-09-11 15:00:00,,7.3,2.62717,9.92468,,0.31,57.0,27.0
8878,2018-09-11 16:00:00,13.57,9.41,3.11275,12.5191,23.0,,70.0,28.0
8879,2018-09-11 17:00:00,3.45,4.41,1.23502,5.64093,28.0,0.21,57.0,29.0
8880,2018-09-11 18:00:00,2.38,3.65,1.10742,4.75757,25.0,0.22,43.0,28.0
8881,2018-09-11 19:00:00,3.36,5.97,1.2131,7.18718,19.0,0.24,39.0,23.0
8882,2018-09-11 20:00:00,3.31,8.28,1.4074,9.68246,18.0,0.25,34.0,13.0
8883,2018-09-11 21:00:00,2.57,5.14,1.203,6.34067,20.0,0.24,42.0,6.0
8884,2018-09-11 22:00:00,2.2,4.62,1.36555,5.98955,18.0,0.25,36.0,7.0
8885,2018-09-11 23:00:00,2.06,5.49,1.36258,6.85655,13.0,0.29,38.0,14.0
9102,2018-09-21 00:00:00,4.4,9.5,1.94672,11.4493,8.0,0.15,17.0,2.0
9103,2018-09-21 01:00:00,5.03,11.72,2.42388,14.1403,5.0,0.16,15.0,3.0
9104,2018-09-21 02:00:00,6.81,12.34,3.83773,16.1823,5.0,0.15,19.0,7.0
9105,2018-09-21 03:00:00,4.83,11.28,4.47185,15.7557,5.0,0.17,14.0,9.0
9106,2018-09-21 04:00:00,5.73,12.11,5.75172,17.8588,4.0,0.16,19.0,11.0
9107,2018-09-21 05:00:00,4.74,10.65,4.5046,15.1543,4.0,0.16,15.0,14.0
9108,2018-09-21 06:00:00,5.19,11.13,4.88333,16.018,5.0,0.16,17.0,14.0
9109,2018-09-21 07:00:00,4.42,8.26,9.56535,17.8295,5.0,0.17,14.0,13.0
9110,2018-09-21 08:00:00,14.85,9.89,13.0518,22.9417,7.0,0.2,23.0,6.0
9111,2018-09-21 09:00:00,13.19,10.64,11.1822,21.8212,9.0,0.2,26.0,0.0
9112,2018-09-21 10:00:00,135.66,14.75,28.5025,43.2505,9.0,0.38,64.0,2.0
9113,2018-09-21 11:00:00,131.0,17.55,38.5085,56.0595,8.0,0.49,149.0,21.0
9114,2018-09-21 12:00:00,47.34,17.67,22.4127,40.0808,10.0,0.27,90.0,39.0
9115,2018-09-21 13:00:00,4.47,7.25,3.91635,11.1666,24.0,0.19,50.0,39.0
9116,2018-09-21 14:00:00,4.2,4.02,1.6957,5.71708,24.0,0.12,28.0,29.0
9117,2018-09-21 15:00:00,53.08,8.84,6.13137,14.9693,14.0,0.09,38.0,20.0
9118,2018-09-21 16:00:00,24.91,9.33,11.0376,20.364,12.0,0.08,29.0,20.0
9119,2018-09-21 17:00:00,14.01,11.27,12.0154,23.2848,12.0,0.08,28.0,17.0
9120,2018-09-21 18:00:00,5.81,9.27,4.3115,13.5858,13.0,0.06,25.0,14.0
9121,2018-09-21 19:00:00,3.41,3.61,1.29637,4.90662,18.0,0.06,9.0,11.0
9122,2018-09-21 20:00:00,2.14,2.38,1.12242,3.49778,18.0,0.06,3.0,8.0
9123,2018-09-21 21:00:00,7.79,7.66,2.56443,10.2198,13.0,0.07,4.0,6.0
9124,2018-09-21 22:00:00,24.73,15.46,27.9061,43.3662,7.0,0.1,16.0,7.0
9125,2018-09-21 23:00:00,23.17,19.3,21.1341,40.4328,5.0,0.1,13.0,9.0
10182,2018-11-05 00:00:00,2.67,6.48,4.06393,10.541,5.0,0.16,18.0,10.0
10183,2018-11-05 01:00:00,2.29,6.02,3.82977,9.84935,5.0,0.15,12.0,12.0
10184,2018-11-05 02:00:00,1.95,5.09,4.03532,9.12685,5.0,0.14,8.0,12.0
10185,2018-11-05 03:00:00,1.88,4.37,3.67135,8.03873,7.0,0.13,8.0,11.0
10186,2018-11-05 04:00:00,1.93,4.88,3.84218,8.7227,4.0,0.14,9.0,11.0
10187,2018-11-05 05:00:00,3.12,6.17,3.77593,9.94818,4.0,0.15,8.0,11.0
10188,2018-11-05 06:00:00,2.54,5.46,4.64731,10.1047,4.0,0.15,12.0,10.0
10189,2018-11-05 07:00:00,3.76,5.21,6.87305,12.0815,4.0,0.18,21.0,3.0
10190,2018-11-05 08:00:00,62.64,14.87,62.0078,76.8729,3.0,0.17,43.0,0.0
10191,2018-11-05 09:00:00,146.67,21.81,106.059,127.87,4.0,0.19,114.0,10.0
10192,2018-11-05 10:00:00,59.18,11.97,14.6728,26.6475,6.0,0.16,133.0,29.0
10193,2018-11-05 11:00:00,75.67,9.14,7.7032,16.8473,10.0,0.13,77.0,37.0
10194,2018-11-05 12:00:00,3.29,4.39,3.34008,7.73393,18.0,0.11,41.0,33.0
10195,2018-11-05 13:00:00,2.23,4.31,3.25087,7.56192,19.0,0.09,39.0,23.0
10196,2018-11-05 14:00:00,1.75,3.73,2.73973,6.46601,17.0,0.08,43.0,20.0
10197,2018-11-05 15:00:00,1.87,3.75,2.63208,6.38582,18.0,0.07,48.0,19.0
10198,2018-11-05 16:00:00,1.78,3.75,3.0322,6.78365,19.0,0.07,48.0,19.0
10199,2018-11-05 17:00:00,1.72,3.86,3.03259,6.89556,20.0,0.07,61.0,17.0
10200,2018-11-05 18:00:00,1.85,4.13,3.10868,7.23833,21.0,0.08,47.0,19.0
10201,2018-11-05 19:00:00,1.96,4.83,2.99642,7.82898,16.0,0.11,47.0,17.0
10202,2018-11-05 20:00:00,2.75,6.22,3.53328,9.75487,11.0,0.13,49.0,14.0
10203,2018-11-05 21:00:00,3.22,8.56,3.35098,11.908,11.0,0.15,73.0,12.0
10204,2018-11-05 22:00:00,3.33,7.42,3.66563,11.0852,12.0,0.15,92.0,14.0
10205,2018-11-05 23:00:00,2.69,6.83,3.68938,10.5175,12.0,0.15,91.0,17.0
10398,2018-11-14 00:00:00,3.91,7.57,2.4251,9.9982,6.0,0.17,16.0,7.0
10399,2018-11-14 01:00:00,3.31,5.95,2.08743,8.04066,8.0,0.16,18.0,8.0
10400,2018-11-14 02:00:00,3.11,5.76,1.98923,7.75268,6.0,0.17,17.0,1.0
10401,2018-11-14 03:00:00,3.21,5.74,2.20835,7.94867,6.0,0.16,13.0,0.0
10402,2018-11-14 04:00:00,3.34,5.6,2.32355,7.92445,6.0,0.16,13.0,0.0
10403,2018-11-14 05:00:00,3.64,5.61,1.93918,7.54523,8.0,0.17,11.0,3.0
10404,2018-11-14 06:00:00,3.06,5.53,3.59227,9.1244,5.0,0.18,16.0,4.0
10405,2018-11-14 07:00:00,13.24,6.36,4.8784,11.2398,6.0,0.18,16.0,3.0
10406,2018-11-14 08:00:00,144.86,14.37,22.9385,37.3093,5.0,0.21,43.0,0.0
10407,2018-11-14 09:00:00,,13.25,13.9675,27.2218,7.0,0.2,93.0,10.0
10408,2018-11-14 10:00:00,43.67,7.93,5.48381,13.4148,13.0,,78.0,22.0
10409,2018-11-14 11:00:00,2.66,,,,,0.1,27.0,24.0
10410,2018-11-14 12:00:00,2.24,4.48,1.88455,6.36691,24.0,0.08,26.0,16.0
10411,2018-11-14 13:00:00,1.95,3.21,1.8436,5.05078,21.0,0.06,52.0,7.0
10412,2018-11-14 14:00:00,1.98,2.74,1.58385,4.32203,21.0,0.05,66.0,5.0
10413,2018-11-14 15:00:00,1.74,2.45,1.83788,4.28595,19.0,0.05,50.0,9.0
10414,2018-11-14 16:00:00,1.88,2.94,1.56242,4.50127,20.0,0.05,33.0,13.0
10415,2018-11-14 17:00:00,1.67,2.7,1.78788,4.48957,19.0,0.05,40.0,16.0
10416,2018-11-14 18:00:00,1.9,3.19,1.64943,4.8411,17.0,0.06,29.0,14.0
10417,2018-11-14 19:00:00,1.98,4.06,1.81723,5.8781,14.0,0.08,32.0,10.0
10418,2018-11-14 20:00:00,3.93,6.26,2.0939,8.35406,8.0,0.1,30.0,7.0
10419,2018-11-14 21:00:00,5.86,10.37,2.29637,12.668,4.0,0.11,29.0,7.0
