FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130131;1300;;3,40253;;
130131;1400;;3,00223;;
130131;1500;;4,7035;;
130131;1600;;5,30395;;
130131;1700;;4,90365;;
130131;1800;;6,30468;;
130131;1900;;6,40479;;
130131;2000;;8,40627;;
130131;2100;;9,10675;;
130131;2200;;15,6116;;
130131;2300;;13,1097;;
130201;0000;;;;
130201;0100;;;;
130201;0200;;;;
130201;0300;;;;
130201;0400;;;;
130201;0500;;;;
130201;0600;;;;
130201;0700;;;;
130201;0800;;;;
130201;0900;;;;
130201;1000;;;;
130201;1100;;;;
130201;1200;;;;
130201;1300;;;;
130201;1400;;;;
130201;1500;;16,9326;;
130201;1600;;15,0512;;
130201;1700;;18,4377;;
130201;1800;;20,8835;;
130201;1900;;29,1617;;
130201;2000;;24,2701;;
130201;2100;;25,3989;;
130201;2200;;30,4787;;
130201;2300;;35,1822;;
130202;0000;;32,7364;;
130202;0100;;24,0819;;
130202;0200;;21,0717;;
130202;0300;;31,4194;;
130202;0400;;30,1024;;
130202;0500;;24,2701;;
130202;0600;;30,4787;;
130202;0700;;26,7159;;
130202;0800;;23,1412;;
130202;0900;;20,6954;;
130202;1000;;18,2496;;
130202;1100;;15,9919;;
130202;1200;;17,497;;
130202;1300;;16,5563;;
130202;1400;;11,6647;;
130202;1500;;11,6647;;
130202;1600;;10,5358;;
130202;1700;;9,97142;;
130202;1800;;10,724;;
130202;1900;;12,6054;;
130202;2000;;11,4765;;
130202;2100;;9,407;;
130202;2200;;12,9817;;
130202;2300;;25,9633;;
130203;0000;;21,6361;;
130203;0100;;15,0512;;
130203;0200;;13,3579;;
130203;0300;;8,65443;;
130203;0400;;7,71374;;
130203;0500;;12,7935;;
130203;0600;;16,3682;;
130203;0700;;19,3784;;
130203;0800;;21,6361;;
130203;0900;;13,9224;;
130203;1000;;13,9224;;
130203;1100;;7,90188;;
130203;1200;;9,03072;;
130203;1300;;7,5256;;
130203;1400;;6,96117;;
130203;1500;;6,96117;;
130203;1600;;6,02048;;
130203;1700;;6,5849;;
130203;1800;;7,33746;;
130203;1900;;8,27815;;
130203;2000;;16,7445;;
130203;2100;;18,0614;;
130203;2200;;24,6463;;
130203;2300;;22,3887;;
130204;0000;;21,8242;;
130204;0100;;10,724;;
130204;0200;;7,33746;;
130204;0300;;6,39676;;
130204;0400;;5,83234;;
130204;0500;;6,5849;;
130204;0600;;7,33746;;
130204;0700;;6,96117;;
130204;0800;;6,20862;;
130204;0900;;7,71374;;
130204;1000;;6,39676;;
130204;1100;;;;
130204;1200;;;;
130204;1300;;7,33746;;
130204;1400;;5,83234;;
130204;1500;;6,20862;;
130204;1600;;6,20862;;
130204;1700;;5,83234;;
130204;1800;;7,14931;;
130204;1900;;7,14931;;
130204;2000;;15,2393;;
130204;2100;;19,5666;;
130204;2200;;16,9326;;
130204;2300;;15,0512;;
130205;0000;;13,7342;;
130205;0100;;14,6749;;
130205;0200;;15,0512;;
130205;0300;;17,1207;;
130205;0400;;21,6361;;
130205;0500;;23,3294;;
130205;0600;;21,0717;;
130205;0700;;14,6749;;
130205;0800;;8,27815;;
130205;0900;;9,03072;;
130205;1000;;7,5256;;
130205;1100;;6,39676;;
130205;1200;;6,39676;;
130205;1300;;5,6442;;
130205;1400;;6,96117;;
130205;1500;;14,1105;;
130205;1600;;7,14931;;
130205;1700;;6,20862;;
130205;1800;;7,33746;;
130205;1900;;9,21886;;
130205;2000;;12,7935;;
130205;2100;;19,0021;;
130205;2200;;21,2598;;
130205;2300;;22,5768;;
130206;0000;;14,1105;;
130206;0100;;6,20862;;
130206;0200;;5,83234;;
130206;0300;;5,45605;;
130206;0400;;6,02048;;
130206;0500;;6,20862;;
130206;0600;;10,1596;;
130206;0700;;9,407;;
130206;0800;;5,83234;;
130206;0900;;5,45605;;
130206;1000;;18,2496;;
130206;1100;;20,131;;
130206;1200;;6,77303;;
130206;1300;;5,26791;;
130206;1400;;18,814;;
130206;1500;;25,7752;;
130206;1600;;18,0614;;
130206;1700;;8,27815;;
130206;1800;;6,20862;;
130206;1900;;9,21886;;
130206;2000;;18,814;;
130206;2100;;20,3191;;
130206;2200;;19,9428;;
130206;2300;;23,3294;;
130207;0000;;22,7649;;
130207;0100;;17,8733;;
130207;0200;;19,1903;;
130207;0300;;20,3191;;
130207;0400;;19,0021;;
130207;0500;;18,4377;;
130207;0600;;17,8733;;
130207;0700;;19,1903;;
130207;0800;;13,9224;;
130207;0900;;11,1003;;
130207;1000;;14,2986;;
130207;1100;;12,6054;;
130207;1200;;9,03072;;
130207;1300;;6,02048;;
130207;1400;;10,1596;;
130207;1500;;10,1596;;
130207;1600;;11,8528;;
130207;1700;;15,2393;;
130207;1800;;8,09001;;
130207;1900;;7,90188;;
130207;2000;;11,6647;;
130207;2100;;12,2291;;
130207;2200;;15,2393;;
130207;2300;;9,78328;;
130208;0000;;7,14931;;
130208;0100;;9,407;;
130208;0200;;14,2986;;
130208;0300;;15,6156;;
130208;0400;;15,9919;;
130208;0500;;11,6647;;
130208;0600;;12,4172;;
130208;0700;;9,407;;
130208;0800;;8,27815;;
130208;0900;;9,97142;;
130208;1000;;8,09001;;
130208;1100;;6,20862;;
130208;1200;;5,6442;;
130208;1300;;5,83234;;
130208;1400;;6,5849;;
130208;1500;;7,5256;;
130208;1600;;8,09001;;
130208;1700;;6,77303;;
130208;1800;;7,5256;;
130208;1900;;14,2986;;
130208;2000;;19,5666;;
130208;2100;;15,6156;;
130208;2200;;22,9531;;
130208;2300;;25,2108;;
130209;0000;;20,5073;;
130209;0100;;20,6954;;
130209;0200;;20,131;;
130209;0300;;17,1207;;
130209;0400;;13,9224;;
130209;0500;;10,9121;;
130209;0600;;10,5358;;
130209;0700;;7,90188;;
130209;0800;;6,39676;;
130209;0900;;5,83234;;
130209;1000;;6,5849;;
130209;1100;;6,96117;;
130209;1200;;7,5256;;
130209;1300;;6,20862;;
130209;1400;;5,6442;;
130209;1500;;5,6442;;
130209;1600;;5,07977;;
130209;1700;;5,45605;;
130209;1800;;6,20862;;
130209;1900;;9,21886;;
130209;2000;;20,131;;
130209;2100;;22,7649;;
130209;2200;;21,448;;
130209;2300;;16,7445;;
130210;0000;;14,2986;;
130210;0100;;12,2291;;
130210;0200;;6,96117;;
130210;0300;;12,2291;;
130210;0400;;14,1105;;
130210;0500;;13,9224;;
130210;0600;;11,4765;;
130210;0700;;9,21886;;
130210;0800;;10,1596;;
130210;0900;;8,09001;;
130210;1000;;9,21886;;
130210;1100;;10,1596;;
130210;1200;;7,14931;;
130210;1300;;6,02048;;
130210;1400;;5,45605;;
130210;1500;;4,7035;;
130210;1600;;5,07977;;
130210;1700;;5,26791;;
130210;1800;;7,90188;;
130210;1900;;13,3579;;
130210;2000;;13,5461;;
130210;2100;;13,3579;;
130210;2200;;13,9224;;
130210;2300;;17,1207;;
130211;0000;;13,7342;;
130211;0100;;15,2393;;
130211;0200;;12,2291;;
130211;0300;;8,84258;;
130211;0400;;11,4765;;
130211;0500;;14,6749;;
130211;0600;;12,4172;;
130211;0700;;10,3477;;
130211;0800;;14,8631;;
130211;0900;;13,3579;;
130211;1000;;;;
130211;1100;;;;
130211;1200;;9,407;;
130211;1300;;6,02048;;
130211;1400;;6,02048;;
130211;1500;;6,20862;;
130211;1600;;5,83234;;
130211;1700;;6,5849;;
130211;1800;;8,65443;;
130211;1900;;10,3477;;
130211;2000;;12,6054;;
130211;2100;;14,8631;;
130211;2200;;12,041;;
130211;2300;;10,1596;;
130212;0000;;9,03072;;
130212;0100;;12,7935;;
130212;0200;;12,7935;;
130212;0300;;12,6054;;
130212;0400;;13,1698;;
130212;0500;;12,4172;;
130212;0600;;12,6054;;
130212;0700;;12,7935;;
130212;0800;;16,5563;;
130212;0900;;10,724;;
130212;1000;;8,27815;;
130212;1100;;7,90188;;
130212;1200;;7,14931;;
