FECHA (YYMMDD);HORA (HHMM);;
130117;0100;1,8;
130117;0200;8,5;
130117;0300;8,79999;
130117;0400;358,7;
130117;0500;350,6;
130117;0600;350,7;
130117;0700;336,6;
130117;0800;342;
130117;0900;3,7;
130117;1000;16;
130117;1100;2,9;
130117;1200;349,4;
130117;1300;291,4;
130117;1400;252,2;
130117;1500;258,8;
130117;1600;254,5;
130117;1700;257,8;
130117;1800;256,6;
130117;1900;238,7;
130117;2000;234,8;
130117;2100;221;
130117;2200;229,1;
130117;2300;253,2;
130118;0000;263,1;
130118;0100;272,3;
130118;0200;286,1;
130118;0300;280,9;
130118;0400;290,4;
130118;0500;290,7;
130118;0600;291,4;
130118;0700;236,8;
130118;0800;231,4;
130118;0900;231;
130118;1000;240,5;
130118;1100;249,8;
130118;1200;258,6;
130118;1300;250,7;
130118;1400;257,9;
130118;1500;244;
130118;1600;242,3;
130118;1700;234,3;
130118;1800;229,8;
130118;1900;229,5;
130118;2000;229,8;
130118;2100;225,6;
130118;2200;234,3;
130118;2300;260,6;
130119;0000;308,4;
130119;0100;283,2;
130119;0200;287,2;
130119;0300;279,3;
130119;0400;276,5;
130119;0500;318,8;
130119;0600;337,7;
130119;0700;303,2;
130119;0800;266,5;
130119;0900;258,1;
130119;1000;244,4;
130119;1100;241,6;
130119;1200;250,2;
130119;1300;255,9;
130119;1400;254;
130119;1500;254,3;
130119;1600;256,4;
130119;1700;259,4;
130119;1800;252,6;
130119;1900;249,2;
130119;2000;222,4;
130119;2100;228,7;
130119;2200;257;
130119;2300;253,8;
130120;0000;246,4;
130120;0100;292,9;
130120;0200;313,5;
130120;0300;355,2;
130120;0400;30,2;
130120;0500;6,89999;
130120;0600;12,7;
130120;0700;10,3;
130120;0800;23,4;
130120;0900;246,4;
130120;1000;253,4;
130120;1100;251,8;
130120;1200;252,6;
130120;1300;259,6;
130120;1400;256,4;
130120;1500;256,7;
130120;1600;259;
130120;1700;263,8;
130120;1800;256,8;
130120;1900;269,7;
130120;2000;287,8;
130120;2100;256,9;
130120;2200;251,3;
130120;2300;220,7;
130121;0000;223,4;
130121;0100;224,7;
130121;0200;239,6;
130121;0300;216;
130121;0400;223,2;
130121;0500;216;
130121;0600;153,7;
130121;0700;157,5;
130121;0800;246,5;
130121;0900;266,5;
130121;1000;257,5;
130121;1100;256;
130121;1200;257,5;
130121;1300;258,9;
130121;1400;258,2;
130121;1500;243,3;
130121;1600;245,1;
130121;1700;240,5;
130121;1800;248,8;
130121;1900;233,1;
130121;2000;225,5;
130121;2100;221,9;
130121;2200;225,9;
130121;2300;27,8;
130122;0000;15,6;
130122;0100;239,1;
130122;0200;288,1;
130122;0300;240,2;
130122;0400;229,3;
130122;0500;238,6;
130122;0600;246,2;
130122;0700;228,4;
130122;0800;230,4;
130122;0900;235,2;
130122;1000;255,6;
130122;1100;253,5;
130122;1200;261,1;
130122;1300;257,3;
130122;1400;255,3;
130122;1500;254,9;
130122;1600;260,4;
130122;1700;251,8;
130122;1800;255,3;
130122;1900;240,1;
130122;2000;224,4;
130122;2100;235,8;
130122;2200;222,9;
130122;2300;222,1;
130123;0000;227,4;
130123;0100;228,3;
130123;0200;221,8;
130123;0300;222,4;
130123;0400;228,6;
130123;0500;234,1;
130123;0600;232;
130123;0700;244,1;
130123;0800;277,3;
130123;0900;292,3;
130123;1000;320;
130123;1100;331,1;
130123;1200;340,4;
130123;1300;293,7;
130123;1400;284,7;
130123;1500;267,9;
130123;1600;257,2;
130123;1700;256,8;
130123;1800;259,4;
130123;1900;259;
130123;2000;262,3;
130123;2100;248,4;
130123;2200;258,6;
130123;2300;260,4;
130124;0000;258,9;
130124;0100;242,3;
130124;0200;267,1;
130124;0300;264,2;
130124;0400;268,4;
130124;0500;3,9;
130124;0600;8,59999;
130124;0700;7,5;
130124;0800;345;
130124;0900;347,9;
130124;1000;356,9;
130124;1100;347,7;
130124;1200;343,2;
130124;1300;338,6;
130124;1400;324,6;
130124;1500;322,9;
130124;1600;258,6;
130124;1700;263,5;
130124;1800;263,8;
130124;1900;264,2;
130124;2000;264,7;
130124;2100;257,2;
130124;2200;252,8;
130124;2300;245,2;
130125;0000;240,2;
130125;0100;238;
130125;0200;255,1;
130125;0300;264,8;
130125;0400;241;
130125;0500;287;
130125;0600;333,3;
130125;0700;306,4;
130125;0800;285,1;
130125;0900;290,2;
130125;1000;280,2;
130125;1100;264,6;
130125;1200;259,5;
130125;1300;259,7;
130125;1400;250,9;
130125;1500;258,4;
130125;1600;246,9;
130125;1700;249,7;
130125;1800;251,1;
130125;1900;229,2;
130125;2000;226,2;
130125;2100;222,9;
130125;2200;222,6;
130125;2300;227,7;
130126;0000;237,9;
130126;0100;265,8;
130126;0200;266,2;
130126;0300;336,7;
130126;0400;5;
130126;0500;357,5;
130126;0600;352;
130126;0700;6,1;
130126;0800;350,1;
130126;0900;310,6;
130126;1000;282,5;
130126;1100;285,9;
130126;1200;281,4;
130126;1300;284,7;
130126;1400;286,3;
130126;1500;259,9;
130126;1600;255,9;
130126;1700;255,3;
130126;1800;254,2;
130126;1900;257,2;
130126;2000;232,4;
130126;2100;211,1;
130126;2200;124,7;
130126;2300;127,9;
130127;0000;213,4;
130127;0100;188,6;
130127;0200;102,3;
130127;0300;77,7;
130127;0400;84,7999;
130127;0500;81,1;
130127;0600;38,9;
130127;0700;324,5;
130127;0800;6,8;
130127;0900;8,5;
130127;1000;286,8;
130127;1100;260,7;
130127;1200;253,3;
130127;1300;256,4;
130127;1400;256,2;
130127;1500;254,5;
130127;1600;251,5;
130127;1700;251,8;
130127;1800;249,6;
130127;1900;255,7;
130127;2000;239,7;
130127;2100;246,4;
130127;2200;249,2;
130127;2300;240,4;
130128;0000;251,1;
130128;0100;250,4;
130128;0200;282,3;
130128;0300;324,2;
130128;0400;116,7;
130128;0500;101,3;
130128;0600;88,2999;
130128;0700;112,6;
130128;0800;115,1;
130128;0900;128,1;
130128;1000;255,2;
130128;1100;256;
130128;1200;260,2;
130128;1300;259;
130128;1400;260,7;
130128;1500;259;
130128;1600;237,5;
130128;1700;236,5;
130128;1800;227;
130128;1900;222,8;
130128;2000;218,4;
130128;2100;202,3;
130128;2200;62,4;
130128;2300;110,5;
130129;0000;257;
130129;0100;;
130129;0200;;
130129;0300;;
130129;0400;;
130129;0500;;
130129;0600;;
130129;0700;;
130129;0800;;
130129;0900;;
130129;1000;;
130129;1100;;
130129;1200;;
130129;1300;;
130129;1400;;
130129;1500;258,6;
130129;1600;258,5;
130129;1700;257,3;
130129;1800;248,7;
130129;1900;260,5;
130129;2000;269,8;
130129;2100;314,9;
130129;2200;41,3;
130129;2300;23,6;
130130;0000;37,6;
130130;0100;77,2;
130130;0200;273,8;
130130;0300;305,3;
130130;0400;307,2;
130130;0500;50,4;
130130;0600;314,7;
130130;0700;277,8;
130130;0800;258,3;
130130;0900;282,8;
130130;1000;261,8;
130130;1100;257,4;
130130;1200;258,3;
130130;1300;255,2;
130130;1400;256,9;
130130;1500;257,4;
130130;1600;254,6;
130130;1700;257,5;
130130;1800;240,8;
130130;1900;229,8;
130130;2000;214;
130130;2100;216,9;
130130;2200;92,3999;
130130;2300;51,6;
130131;0000;25,7;
130131;0100;30;
130131;0200;31;
130131;0300;36,7;
130131;0400;19,2;
130131;0500;14,2;
