FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
171009;0400;;;0,0747167;
171009;0500;;;0,07755;
171009;0600;;;0,0529;
171009;0700;;;0,07725;
171009;0800;;;0,0719333;
171009;0900;;;0,0915834;
171009;1000;;;0,0440667;
171009;1100;;;0,0407;
171009;1200;;;0,0407333;
171009;1300;;;0,0407333;
171009;1400;;;0,055;
171009;1500;;;0,0451833;
171009;1600;;;0,0492167;
171009;1700;;;0,0524167;
171009;1800;;;0,046;
171009;1900;;;0,05445;
171009;2000;;;0,593884;
171009;2100;;;0,391667;
171009;2200;;;0,225917;
171009;2300;;;0,0916333;
171010;0000;;;0,0463666;
171010;0100;;;0,0625;
171010;0200;;;0,0426;
171010;0300;;;0,0621833;
171010;0400;;;0,0463666;
171010;0500;;;0,0641333;
171010;0600;;;0,0959667;
171010;0700;;;0,106933;
171010;0800;;;0,10555;
171010;0900;;;0,0445333;
171010;1000;;;0,0478333;
171010;1100;;;0,0406334;
171010;1200;;;0,0481667;
171010;1300;;;0,0411667;
171010;1400;;;0,04065;
171010;1500;;;0,0434333;
171010;1600;;;0,0408834;
171010;1700;;;0,0486334;
171010;1800;;;0,0413167;
171010;1900;;;0,0555;
171010;2000;;;0,04375;
171010;2100;;;0,0821333;
171010;2200;;;0,05405;
171010;2300;;;0,0439167;
171011;0000;;;0,0408333;
171011;0100;;;0,0679001;
171011;0200;;;0,0647333;
171011;0300;;;0,0876;
171011;0400;;;0,0758001;
171011;0500;;;0,0467667;
171011;0600;;;0,0542;
171011;0700;;;0,0564167;
171011;0800;;;0,0602167;
171011;0900;;;0,0436833;
171011;1000;;;0,0417;
171011;1100;;;0,0439;
171011;1200;;;0,0597333;
171011;1300;;;0,0626667;
171011;1400;;;0,0418;
171011;1500;;;0,05565;
171011;1600;;;0,0594;
171011;1700;;;0,0404;
171011;1800;;;0,0623333;
171011;1900;;;0,0401334;
171011;2000;;;0,0444667;
171011;2100;;;0,0745834;
171011;2200;;;0,0563666;
171011;2300;;;0,0419333;
171012;0000;;;0,0679667;
171012;0100;;;0,05365;
171012;0200;;;0,0513333;
171012;0300;;;0,0512;
171012;0400;;;0,0544;
171012;0500;;;0,0420167;
171012;0600;;;0,0752;
171012;0700;;;0,0647666;
171012;0800;;;0,0683167;
171012;0900;;;0,0416833;
171012;1000;;;0,0439833;
171012;1100;;;0,0457667;
171012;1200;;;0,0505333;
171012;1300;;;0,04125;
171012;1400;;;;
171012;1500;;;0,0475;
171012;1600;;;0,0445;
171012;1700;;;0,06045;
171012;1800;;;0,0412;
171012;1900;;;0,0476166;
171012;2000;;;0,0482167;
171012;2100;;;0,0764166;
171012;2200;;;0,0588834;
171012;2300;;;0,0509;
171013;0000;;;0,0414167;
171013;0100;;;0,0665;
171013;0200;;;0,0933167;
171013;0300;;;0,119417;
171013;0400;;;0,0496667;
171013;0500;;;0,0504167;
171013;0600;;;0,1125;
