FECHA (YYMMDD);HORA (HHMM);;
160825;2300;185,4;
160826;0000;179,7;
160826;0100;206,6;
160826;0200;187;
160826;0300;167,1;
160826;0400;176,7;
160826;0500;181,2;
160826;0600;196,5;
160826;0700;185,6;
160826;0800;180,4;
160826;0900;191;
160826;1000;218;
160826;1100;226,8;
160826;1200;258,8;
160826;1300;212,9;
160826;1400;211,9;
160826;1500;211,5;
160826;1600;211,9;
160826;1700;219,9;
160826;1800;208,9;
160826;1900;181,6;
160826;2000;157,3;
160826;2100;220,6;
160826;2200;215,3;
160826;2300;207;
160827;0000;213,2;
160827;0100;105,2;
160827;0200;260,8;
160827;0300;222,7;
160827;0400;191,4;
160827;0500;161,4;
160827;0600;293;
160827;0700;236,1;
160827;0800;246,8;
160827;0900;203,4;
160827;1000;252,3;
160827;1100;213,6;
160827;1200;210,2;
160827;1300;210;
160827;1400;223,6;
160827;1500;233,6;
160827;1600;224,8;
160827;1700;216,8;
160827;1800;204,4;
160827;1900;209,8;
160827;2000;203,3;
160827;2100;205,2;
160827;2200;192,1;
160827;2300;179,1;
160828;0000;169,6;
160828;0100;175,1;
160828;0200;190;
160828;0300;182,5;
160828;0400;188,8;
160828;0500;170,6;
160828;0600;182,2;
160828;0700;170,5;
160828;0800;170,2;
160828;0900;201,5;
160828;1000;209,2;
160828;1100;215,5;
160828;1200;214,8;
160828;1300;216,5;
160828;1400;218,5;
160828;1500;218,5;
160828;1600;217,4;
160828;1700;218,3;
160828;1800;208,7;
160828;1900;213,4;
160828;2000;127,8;
160828;2100;107,7;
160828;2200;121,5;
160828;2300;213,7;
160829;0000;195,2;
160829;0100;149,7;
160829;0200;188,7;
160829;0300;168,1;
160829;0400;188,2;
160829;0500;173,5;
160829;0600;177,8;
160829;0700;185,7;
160829;0800;120;
160829;0900;322,1;
160829;1000;276,5;
160829;1100;267,2;
160829;1200;213,1;
160829;1300;223,6;
160829;1400;221,5;
160829;1500;219,7;
160829;1600;217,8;
160829;1700;214,8;
160829;1800;218,9;
160829;1900;217,2;
160829;2000;198,4;
160829;2100;207,2;
160829;2200;225,8;
160829;2300;217,9;
160830;0000;201;
160830;0100;181,2;
160830;0200;180,1;
160830;0300;199,6;
160830;0400;184,4;
160830;0500;167,4;
160830;0600;163;
160830;0700;181,4;
160830;0800;172,7;
160830;0900;205,3;
160830;1000;190,4;
160830;1100;241,3;
160830;1200;272,4;
160830;1300;242,1;
160830;1400;219,5;
160830;1500;210,5;
160830;1600;204,3;
160830;1700;209,5;
160830;1800;210,5;
160830;1900;208,1;
160830;2000;176,2;
160830;2100;165,7;
160830;2200;267,8;
160830;2300;191,3;
160831;0000;141,3;
160831;0100;184,3;
160831;0200;163,1;
160831;0300;173,2;
160831;0400;188,4;
160831;0500;184,3;
160831;0600;156,2;
160831;0700;209,5;
160831;0800;199,2;
160831;0900;197,6;
160831;1000;215,3;
160831;1100;217,2;
160831;1200;219,6;
160831;1300;220,9;
160831;1400;218,9;
160831;1500;217,6;
160831;1600;216,7;
160831;1700;211;
160831;1800;209,1;
160831;1900;204,6;
160831;2000;185,2;
160831;2100;182,2;
160831;2200;143,3;
160831;2300;155,5;
160901;0000;189,8;
160901;0100;192,7;
160901;0200;183,1;
160901;0300;185,2;
160901;0400;176;
160901;0500;180,8;
160901;0600;174,9;
160901;0700;183;
160901;0800;162,6;
160901;0900;201,9;
160901;1000;210,2;
160901;1100;211;
160901;1200;219,4;
160901;1300;220,2;
160901;1400;219;
160901;1500;218,7;
160901;1600;216,9;
160901;1700;213,9;
160901;1800;211,6;
160901;1900;204,9;
160901;2000;200,3;
160901;2100;184,5;
160901;2200;188,2;
160901;2300;183,8;
160902;0000;186,1;
160902;0100;175,2;
160902;0200;157,9;
160902;0300;183,7;
160902;0400;177,1;
160902;0500;178,9;
160902;0600;185,1;
160902;0700;183,7;
160902;0800;181,2;
160902;0900;199,2;
160902;1000;219,1;
160902;1100;221,7;
160902;1200;223,1;
160902;1300;218,9;
160902;1400;218,7;
160902;1500;218,1;
160902;1600;217,7;
160902;1700;221,2;
160902;1800;222,1;
160902;1900;215,3;
160902;2000;117,5;
160902;2100;113,2;
160902;2200;132,9;
160902;2300;159;
160903;0000;175,3;
160903;0100;136;
160903;0200;169,3;
160903;0300;193,1;
160903;0400;167,4;
160903;0500;92,5;
160903;0600;133,3;
160903;0700;160,1;
160903;0800;76,3;
160903;0900;225,7;
160903;1000;296,1;
160903;1100;300,8;
160903;1200;285,3;
160903;1300;264,7;
160903;1400;263,5;
160903;1500;264;
160903;1600;258,4;
160903;1700;265;
160903;1800;262,7;
160903;1900;157,9;
160903;2000;175,5;
160903;2100;111,8;
160903;2200;128,5;
160903;2300;52;
160904;0000;77,4;
160904;0100;158;
160904;0200;143,9;
160904;0300;142,8;
160904;0400;182;
160904;0500;109,6;
160904;0600;103,6;
160904;0700;109,8;
160904;0800;121,3;
160904;0900;319,7;
160904;1000;288,1;
160904;1100;300,9;
160904;1200;316,2;
160904;1300;321,6;
160904;1400;316,9;
160904;1500;310,9;
160904;1600;315,7;
160904;1700;290,3;
160904;1800;79;
160904;1900;64,4;
160904;2000;100,8;
160904;2100;199,1;
160904;2200;239,4;
160904;2300;138,7;
160905;0000;112,2;
160905;0100;190,1;
160905;0200;118,7;
160905;0300;124,2;
160905;0400;79,9;
160905;0500;48,7;
160905;0600;137,5;
160905;0700;160,4;
160905;0800;147,5;
160905;0900;276,8;
160905;1000;143,2;
160905;1100;230,7;
160905;1200;230,7;
160905;1300;226,8;
160905;1400;209,7;
160905;1500;246,4;
160905;1600;226,8;
160905;1700;267,9;
160905;1800;342,8;
160905;1900;91,1;
160905;2000;44,5;
160905;2100;81,5;
160905;2200;168,4;
160905;2300;122;
160906;0000;220,8;
160906;0100;142,6;
160906;0200;79,2;
160906;0300;152,3;
160906;0400;129,3;
160906;0500;174,4;
160906;0600;170,6;
160906;0700;199;
160906;0800;96,8;
160906;0900;70,7;
160906;1000;351,2;
160906;1100;267,6;
160906;1200;222,3;
160906;1300;226,7;
160906;1400;218;
160906;1500;212,4;
160906;1600;202,4;
160906;1700;196;
